CECODID	CMERKM	CODTXTLD	CODTXTKD	CODTXTLF	CODTXTKF	CODTXTLI	CODTXTKI	CEXPDAT
7451	GWAERZH2	Elektrospeicher-Zentralheizung für mehrere Gebäude	Elektro-Zentralheizung mehr. Geb.	Chauffage central électrique pour plusieurs bâtiments	Central électrique pour plus. bât.	Riscaldamento centrale elettrico per più edifici	Centrale elettrico per più ed.	2026-05-08
7452	GWAERZH1	Elektro direkt	Elektro direkt	Chauffage électrique direct (y compris radiateur infra-rouge)	Electrique direct	Radiatori elettrici (compresi quelli a infrarossi)	Radiatori elettrici	2026-05-08
7452	GWAERZH2	Elektro direkt	Elektro direkt	Chauffage électrique direct (y compris radiateur infra-rouge)	Electrique direct	Radiatori elettrici (compresi quelli a infrarossi)	Radiatori elettrici	2026-05-08
7460	GWAERZH1	Wärmetauscher (einschliesslich für Fernwärme) für ein Gebäude	Wärmetauscher für ein Geb.	Echangeur de chaleur (y.c. chauffage à distance) pour un seul bâtiment	Echangeur de chaleur pour un bât.	Scambiatore di calore e impianto ad hoc per teleriscaldamento per un solo edificio	Scambiatore per telerisc. per un ed.	2026-05-08
7460	GWAERZH2	Wärmetauscher (einschliesslich für Fernwärme) für ein Gebäude	Wärmetauscher für ein Geb.	Echangeur de chaleur (y.c. chauffage à distance) pour un seul bâtiment	Echangeur de chaleur pour un bât.	Scambiatore di calore e impianto ad hoc per teleriscaldamento per un solo edificio	Scambiatore per telerisc. per un ed.	2026-05-08
7461	GWAERZH1	Wärmetauscher (einschliesslich für Fernwärme) für mehrere Gebäude	Wärmetauscher für mehr. Geb.	Echangeur de chaleur (y.c. chauffage à distance) pour plusieurs bâtiments	Echangeur de chaleur pour plus. bât.	Scambiatore di calore e impianto ad hoc per teleriscaldamento per più edifici	Scambiatore telerisc. per più ed.	2026-05-08
7461	GWAERZH2	Wärmetauscher (einschliesslich für Fernwärme) für mehrere Gebäude	Wärmetauscher für mehr. Geb.	Echangeur de chaleur (y.c. chauffage à distance) pour plusieurs bâtiments	Echangeur de chaleur pour plus. bât.	Scambiatore di calore e impianto ad hoc per teleriscaldamento per più edifici	Scambiatore telerisc. per più ed.	2026-05-08
7499	GWAERZH1	Andere	Andere	Autre	Autre	Altro	Altro	2026-05-08
7499	GWAERZH2	Andere	Andere	Autre	Autre	Altro	Altro	2026-05-08
7500	GENH1	Keine	Keine	Aucune	Aucune	Nessuna	Nessuna	2026-05-08
7500	GENH2	Keine	Keine	Aucune	Aucune	Nessuna	Nessuna	2026-05-08
7500	GENW1	Keine	Keine	Aucune	Aucune	Nessuna	Nessuna	2026-05-08
7500	GENW2	Keine	Keine	Aucune	Aucune	Nessuna	Nessuna	2026-05-08
7501	GENH1	Luft	Luft	Air	Air	Aria	Aria	2026-05-08
7501	GENH2	Luft	Luft	Air	Air	Aria	Aria	2026-05-08
7501	GENW1	Luft	Luft	Air	Air	Aria	Aria	2026-05-08
7501	GENW2	Luft	Luft	Air	Air	Aria	Aria	2026-05-08
7510	GENH1	Erdwärme (generisch)	Erdwärme (generisch)	Géothermie (générique)	Géothermie (générique)	Geotermia (generica)	Geotermia (generica)	2026-05-08
7510	GENH2	Erdwärme (generisch)	Erdwärme (generisch)	Géothermie (générique)	Géothermie (générique)	Geotermia (generica)	Geotermia (generica)	2026-05-08
7510	GENW1	Erdwärme (generisch)	Erdwärme (generisch)	Géothermie (générique)	Géothermie (générique)	Geotermia (generica)	Geotermia (generica)	2026-05-08
7510	GENW2	Erdwärme (generisch)	Erdwärme (generisch)	Géothermie (générique)	Géothermie (générique)	Geotermia (generica)	Geotermia (generica)	2026-05-08
7511	GENH1	Erdwärmesonde	Erdwärmesonde	Sonde géothermique	Sonde géothermique	Sonda geotermica	Sonda geotermica	2026-05-08
7511	GENH2	Erdwärmesonde	Erdwärmesonde	Sonde géothermique	Sonde géothermique	Sonda geotermica	Sonda geotermica	2026-05-08
7511	GENW1	Erdwärmesonde	Erdwärmesonde	Sonde géothermique	Sonde géothermique	Sonda geotermica	Sonda geotermica	2026-05-08
7511	GENW2	Erdwärmesonde	Erdwärmesonde	Sonde géothermique	Sonde géothermique	Sonda geotermica	Sonda geotermica	2026-05-08
